TaskID,Instructions,Memory_MB,Input_MB,Output_MB,IO_MB_Total,Inst_per_MB,Predicted_Cost
Task_30874,1620,183,188,95,283,8.804347826086957,33.753317693886736
Task_30875,2019,384,46,174,220,5.244155844155844,40.77964085739878
Task_30876,1338,470,63,139,202,2.840764331210191,30.240669391261807
Task_30877,2673,596,80,39,119,4.477386934673367,50.07036050603972
Task_30878,2764,802,87,89,176,3.4420921544209215,53.20962062446362
Task_30879,2665,672,43,29,72,3.959881129271917,49.45718889660143
Task_30880,925,80,170,24,194,11.419753086419753,20.63313572746571
Task_30881,1365,731,71,35,106,1.8647540983606556,29.616823069036727
Task_30882,2033,247,20,186,206,8.19758064516129,40.434528509008
Task_30883,2475,953,22,109,131,2.5943396226415096,49.00174950088166
Task_30884,1939,527,152,62,214,3.672348484848485,39.256954373962536
Task_30885,2860,270,12,36,48,10.55350553505535,51.103303523093615
Task_30886,1714,615,180,118,298,2.7824675324675323,36.925834515361196
Task_30887,2458,118,104,146,250,20.65546218487395,46.32095550992454
Task_30888,2016,891,19,96,115,2.2600896860986546,41.40485420288654
Task_30889,2813,457,116,61,177,6.141921397379913,52.47102579161099
Task_30890,2960,819,102,23,125,3.6097560975609757,55.374495442627364
Task_30891,1597,414,13,32,45,3.8481927710843373,31.644729073169987
Task_30892,2095,615,67,164,231,3.4009740259740258,42.84748784101242
Task_30893,1080,623,24,191,215,1.7307692307692308,26.672377485646262
Task_30894,2185,95,159,36,195,22.760416666666668,40.537474180913634
Task_30895,2474,1024,60,83,143,2.4136585365853658,49.11731182962199
Task_30896,2871,700,58,59,117,4.095577746077033,53.82369768527611
Task_30897,2611,874,21,43,64,2.984,49.209666091746875
Task_30898,1055,873,146,19,165,1.2070938215102975,25.610622213383355
Task_30899,2543,718,152,135,287,3.536856745479833,50.35630741263609
Task_30900,1262,941,48,200,248,1.3397027600849256,30.71407636076594
Task_30901,1228,99,86,65,151,12.28,25.308629396637556
Task_30902,1969,827,133,50,183,2.3780193236714977,40.19574431470127
Task_30903,2086,672,175,161,336,3.099554234769688,43.23139529652874
Task_30904,1996,988,53,49,102,2.018200202224469,40.375495139928056
Task_30905,2964,872,192,113,305,3.395189003436426,57.559259229092824
Task_30906,2298,882,45,93,138,2.6024915062287657,45.95448255242391
Task_30907,1139,803,113,17,130,1.4166666666666667,26.34693108965931
Task_30908,624,447,10,12,22,1.3928571428571428,15.87788787817567
Task_30909,1835,989,70,14,84,1.8535353535353536,37.57071052878191
Task_30910,1867,362,108,109,217,5.143250688705234,38.15931904139469
Task_30911,1412,1019,139,90,229,1.384313725490196,32.818634640072105
Task_30912,623,917,122,126,248,0.6786492374727668,20.42969713964624
Task_30913,2238,411,131,95,226,5.432038834951456,44.18246270927227
Task_30914,1854,868,146,125,271,2.1334867663981587,39.82349569979258
Task_30915,523,697,180,39,219,0.7492836676217765,17.12665507942228
Task_30916,857,909,56,175,231,0.9417582417582417,24.027940297767277
Task_30917,876,304,113,25,138,2.8721311475409834,20.805028042161638
Task_30918,2118,239,81,163,244,8.825,42.00915925455523
Task_30919,2030,305,199,64,263,6.633986928104576,40.23233101945852
Task_30920,1068,957,200,101,301,1.11482254697286,27.586150676487488
Task_30921,2367,967,80,47,127,2.4452479338842976,46.533521302843376
Task_30922,2667,612,62,148,210,4.350734094616639,51.784481139322885
Task_30923,1077,794,110,179,289,1.3547169811320754,27.40264080325544
Task_30924,1697,870,109,144,253,1.9483352468427095,37.28883131557232
Task_30925,1449,897,67,101,168,1.6135857461024499,32.91763471873869
Task_30926,1236,315,81,36,117,3.911392405063291,26.395627595120057
Task_30927,1707,371,173,133,306,4.588709677419355,36.093995876703666
Task_30928,647,670,148,167,315,0.9642324888226528,20.265264514841743
Task_30929,929,375,139,93,232,2.470744680851064,23.340912191724488
Task_30930,2706,905,170,76,246,2.986754966887417,52.892999204003765
Task_30931,570,500,160,130,290,1.1377245508982037,18.350556390968844
Task_30932,840,565,180,190,370,1.4840989399293287,23.31577497239812
Task_30933,828,331,71,63,134,2.4939759036144578,20.667689965505975
Task_30934,2318,987,96,44,140,2.3461538461538463,45.901006323509385
Task_30935,634,250,148,86,234,2.5258964143426295,18.07610388377486
Task_30936,1161,376,148,29,177,3.079575596816976,25.899419905666164
Task_30937,2820,854,137,104,241,3.2982456140350878,54.91954319264556
Task_30938,934,709,152,111,263,1.315492957746479,24.644452583851205
Task_30939,2104,431,149,96,245,4.87037037037037,42.2660366562252
Task_30940,2137,320,193,98,291,6.657320872274143,42.6099508105059
Task_30941,2914,1019,51,86,137,2.8568627450980393,56.18487917255186
Task_30942,1783,1009,118,127,245,1.7653465346534654,39.00899304423035
Task_30943,1662,828,163,110,273,2.004825090470446,36.64387745777269
Task_30944,1446,110,194,25,219,13.027027027027026,29.26290291226697
Task_30945,1563,807,87,187,274,1.9344059405940595,35.135892533927326
Task_30946,1949,638,118,42,160,3.0500782472613457,38.994504235830654
Task_30947,2264,672,173,82,255,3.364041604754829,45.286618621794275
Task_30948,620,228,79,155,234,2.7074235807860263,18.27945026944759
Task_30949,1531,926,112,170,282,1.651564185544768,34.987900005622855
Task_30950,547,167,108,83,191,3.255952380952381,15.996969113262615
Task_30951,2033,1019,104,18,122,1.9931372549019608,41.0434488591737
Task_30952,500,227,125,158,283,2.192982456140351,16.475471893842837
Task_30953,2769,815,130,178,308,3.3933823529411766,54.399551972696806
Task_30954,1821,224,17,169,186,8.093333333333334,36.71848141594691
Task_30955,2064,775,178,95,273,2.6597938144329896,42.79727800718032
Task_30956,1850,552,27,105,132,3.3453887884267632,37.91259086007713
Task_30957,2138,644,176,109,285,3.314728682170543,43.66067237034139
Task_30958,2648,739,140,122,262,3.5783783783783782,51.95409551897844
Task_30959,1633,295,34,37,71,5.516891891891892,31.907312919185717
Task_30960,1159,315,28,159,187,3.6677215189873418,26.74889861756756
Task_30961,2192,247,69,12,81,8.838709677419354,40.89140164551704
Task_30962,2628,106,168,164,332,24.560747663551403,49.05902633242204
Task_30963,625,187,176,16,192,3.324468085106383,17.05320377031426
Task_30964,556,314,79,126,205,1.765079365079365,17.356914717365157
Task_30965,1894,525,130,165,295,3.6007604562737643,39.54683688958986
Task_30966,1304,690,60,77,137,1.8871201157742403,29.47114389271641
Task_30967,2728,375,130,27,157,7.25531914893617,50.43669519152215
Task_30968,1852,926,155,160,315,1.9978425026968716,40.22189833466603
Task_30969,943,844,60,195,255,1.1159763313609468,25.29479708273905
Task_30970,662,145,120,51,171,4.534246575342466,17.109830960866258
Task_30971,1613,214,55,95,150,7.502325581395349,33.153035073702995
Task_30972,1125,829,50,58,108,1.355421686746988,26.387309032652443
Task_30973,617,520,172,170,342,1.1842610364683301,19.44988684259599
Task_30974,2429,920,112,135,247,2.6373507057546144,49.003068581188835
Task_30975,1228,297,29,102,131,4.120805369127517,27.240597608806322
Task_30976,1415,359,141,82,223,3.9305555555555554,30.70336862751634
Task_30977,2806,342,165,178,343,8.180758017492712,53.6141667476233
Task_30978,864,218,43,54,97,3.9452054794520546,20.2691207492388
Task_30979,2417,1018,52,103,155,2.3719332679097156,48.5044825647855
Task_30980,2376,268,169,14,183,8.83271375464684,44.58631945578987
Task_30981,2611,761,87,94,181,3.426509186351706,50.75804283050358
Task_30982,560,72,35,150,185,7.671232876712328,15.630680394902265
Task_30983,1930,411,198,126,324,4.684466019417476,39.82376970659846
Task_30984,1983,136,88,74,162,14.474452554744525,37.84869124698831
Task_30985,1210,648,88,112,200,1.8644067796610169,28.61607309860163
Task_30986,2407,833,197,118,315,2.886091127098321,48.66416883379552
Task_30987,1107,203,168,152,320,5.426470588235294,26.13742050713105
Task_30988,1670,428,119,82,201,3.8927738927738926,34.86201985992704
Task_30989,1875,564,107,164,271,3.3185840707964602,39.26019336359381
Task_30990,2262,794,129,28,157,2.8452830188679243,44.42253528188608
Task_30991,2780,456,116,53,169,6.083150984682713,52.022184441528395
Task_30992,2436,829,198,191,389,2.9349397590361446,49.55165192210425
Task_30993,806,980,49,163,212,0.8216106014271152,23.33033143498599
Task_30994,500,823,164,26,190,0.6067961165048543,17.409619459456223
Task_30995,1135,635,98,60,158,1.7845911949685536,26.314962428122783
Task_30996,837,208,131,179,310,4.0047846889952154,21.886741564600495
Task_30997,701,964,85,182,267,0.7264248704663212,21.93477445881594
Task_30998,1946,507,131,48,179,3.8307086614173227,38.74752004396705
Task_30999,639,896,83,123,206,0.7123745819397993,20.440638683628176
Task_31000,2410,387,142,131,273,6.211340206185567,47.11751913943514
Task_31001,1196,708,177,130,307,1.68688293370945,29.05691144623974
Task_31002,1881,352,21,54,75,5.328611898016997,36.24150027303053
Task_31003,1266,1010,134,127,261,1.2522255192878338,30.781452707116387
Task_31004,1401,331,198,98,296,4.219879518072289,31.029691938371325
Task_31005,1634,861,44,116,160,1.8955916473317866,35.50017173107062
Task_31006,2642,671,146,132,278,3.931547619047619,51.7310009699656
Task_31007,1051,637,155,32,187,1.6473354231974922,25.154072222735554
Task_31008,1889,439,107,151,258,4.293181818181818,39.00484983751873
Task_31009,2764,442,86,127,213,6.239277652370204,52.66740628002464
Task_31010,1482,687,38,121,159,2.1540697674418605,32.54886598564742
Task_31011,808,986,56,17,73,0.8186423505572442,20.827786983083357
Task_31012,1647,372,120,170,290,4.415549597855228,35.130156479129404
Task_31013,2827,594,109,152,261,4.751260504201681,54.3685972902941
Task_31014,1708,571,22,131,153,2.986013986013986,35.67714090563346
Task_31015,1997,189,84,22,106,10.510526315789473,37.91970553468904
Task_31016,1353,402,164,172,336,3.357320099255583,30.785682646947667
Task_31017,2160,712,140,192,332,3.02945301542777,44.55677608383538
Task_31018,2802,99,10,30,40,28.02,48.858854445072495
Task_31019,2554,921,131,47,178,2.770065075921909,49.667541835953024
Task_31020,2982,366,65,111,176,8.125340599455042,55.59894073680604
Task_31021,1757,253,34,15,49,6.917322834645669,33.43337809852154
Task_31022,1486,403,109,70,179,3.6782178217821784,31.39346933469386
Task_31023,1696,949,165,45,210,1.7852631578947369,36.44185834785717
Task_31024,2492,270,86,83,169,9.195571955719558,47.00806531198325
Task_31025,2402,921,140,70,210,2.6052060737527114,47.87176890902095
Task_31026,1980,879,79,177,256,2.25,41.993534928245715
Task_31027,1009,270,138,133,271,3.7232472324723247,24.567041024703943
Task_31028,626,115,41,144,185,5.396551724137931,16.947109903476427
Task_31029,2341,69,143,112,255,33.44285714285714,43.828497957853195
Task_31030,2396,843,31,173,204,2.838862559241706,48.13673851540542
Task_31031,2857,361,116,114,230,7.892265193370166,53.88302752350861
Task_31032,1984,979,69,41,110,2.024489795918367,40.266405089509085
Task_31033,2604,851,139,127,266,3.056338028169014,51.63415913595486
Task_31034,527,970,199,88,287,0.5427394438722966,18.926129199711955
Task_31035,847,75,197,102,299,11.144736842105264,20.658099734576254
Task_31036,1117,926,156,168,324,1.2049622437971952,28.545514035337103
Task_31037,2915,253,81,98,179,11.476377952755906,54.083564626554534
Task_31038,966,399,25,31,56,2.415,21.652152268597074
Task_31039,974,79,185,116,301,12.175,22.72724440317612
Task_31040,855,894,96,122,218,0.9553072625698324,23.812985989166332
Task_31041,2343,421,106,115,221,5.552132701421801,45.91183522031596
Task_31042,1792,922,112,166,278,1.9414951245937162,39.100751351311054
Task_31043,637,128,145,68,213,4.937984496124031,17.008715407923326
Task_31044,1623,849,178,142,320,1.9094117647058824,36.35005656686068
Task_31045,2598,129,107,153,260,19.984615384615385,48.6480894456728
Task_31046,2814,593,91,88,179,4.737373737373737,53.30694969675722
Task_31047,1621,979,89,189,278,1.6540816326530612,36.62813343218731
Task_31048,1889,297,112,135,247,6.3389261744966445,38.46289683630204
Task_31049,643,814,64,116,180,0.7889570552147239,19.90170087227647
Task_31050,1073,850,173,166,339,1.2608695652173914,27.65370955202107
Task_31051,1820,1022,134,146,280,1.7790811339198436,39.821279414198244
Task_31052,1085,611,143,167,310,1.772875816993464,27.064232203234592
Task_31053,1032,560,37,147,184,1.839572192513369,25.331658009800986
Task_31054,567,988,181,152,333,0.5733063700707786,20.157062905990827
Task_31055,1718,655,86,49,135,2.6189024390243905,35.43040412890172
Task_31056,2602,922,85,64,149,2.819068255687974,50.52880361557939
Task_31057,2105,339,94,44,138,6.1911764705882355,40.49721562786767
Task_31058,1963,288,55,56,111,6.7923875432525955,38.04125829281261
Task_31059,2933,331,72,54,126,8.83433734939759,53.82218753825682
Task_31060,673,537,137,117,254,1.2509293680297398,19.873960677637807
Task_31061,1507,764,57,103,160,1.969934640522876,33.30319329295204
Task_31062,1718,974,17,158,175,1.7620512820512821,37.47635577154411
Task_31063,2345,355,132,27,159,6.587078651685394,44.319280016819675
Task_31064,1304,999,45,42,87,1.304,29.276071863922954
Task_31065,2634,524,152,161,313,5.017142857142857,51.335176249192635
Task_31066,1361,473,91,111,202,2.871308016877637,30.49448597184224
Task_31067,1602,793,151,196,347,2.017632241813602,36.04385951279899
Task_31068,1041,861,20,146,166,1.2076566125290022,26.151175443442124
Task_31069,2454,65,108,40,148,37.18181818181818,43.829701079875484
Task_31070,1422,578,14,15,29,2.4559585492227978,29.066222738524175
Task_31071,532,454,71,79,150,1.1692307692307693,16.540494031495225
Task_31072,1204,295,193,150,343,4.0675675675675675,28.081175362848896
Task_31073,2340,908,138,23,161,2.5742574257425743,46.01497897452941
Task_31074,678,81,122,30,152,8.268292682926829,16.33829704140572
Task_31075,1765,976,97,104,201,1.8065506653019447,38.42640993036668
Task_31076,1426,925,21,74,95,1.5399568034557236,31.536462859808353
Task_31077,2335,719,96,153,249,3.2430555555555554,46.97252074755417
Task_31078,2754,672,30,181,211,4.092124814264487,53.31899371404797
Task_31079,2561,307,126,194,320,8.314935064935066,49.5378266471644
Task_31080,2595,128,143,41,184,20.11627906976744,47.24584581752342
Task_31081,523,812,161,34,195,0.6432964329643296,17.729486480770806
Task_31082,743,182,60,54,114,4.060109289617486,18.450720627187902
Task_31083,1175,295,124,44,168,3.9695945945945947,25.77069619902488
Task_31084,543,372,133,163,296,1.4557640750670242,17.612703051060333
Task_31085,2887,294,14,92,106,9.786440677966102,53.10955027759823
Task_31086,1873,1021,46,169,215,1.8326810176125246,40.44657453641923
Task_31087,1265,301,170,117,287,4.188741721854305,28.764578855294417
Task_31088,595,303,183,103,286,1.957236842105263,18.152776695979004
Task_31089,2828,854,10,155,165,3.3076023391812868,54.7084454886132
Task_31090,2891,919,81,71,152,3.142391304347826,55.14934323510865
Task_31091,1640,828,92,162,254,1.9782870928829916,36.363422603232735
Task_31092,1804,676,79,39,118,2.6646971935007384,36.57702943388883
Task_31093,769,502,140,158,298,1.52882703777336,21.623644055757154
Task_31094,665,87,81,31,112,7.556818181818182,15.765393298950642
Task_31095,2359,278,127,110,237,8.455197132616487,45.74492869874249
Task_31096,975,408,68,196,264,2.3838630806845966,24.656224059375774
Task_31097,2986,928,63,94,157,3.2142088266953714,57.17275070948284
Task_31098,1245,1015,165,26,191,1.2253937007874016,29.406055658779078
Task_31099,2022,300,100,130,230,6.717607973421927,40.49196004845668
Task_31100,2851,656,199,112,311,4.339421613394216,55.11318231374607
Task_31101,2574,618,129,27,156,4.158319870759289,48.7854124038748
Task_31102,1798,516,12,19,31,3.4777562862669247,34.74042845143807
Task_31103,2223,639,44,157,201,3.4734375,44.69654132949896
Task_31104,1520,551,79,30,109,2.753623188405797,31.656818992302476
Task_31105,1725,284,153,80,233,6.052631578947368,35.396975752921
Task_31106,1203,162,191,182,373,7.380368098159509,27.496494654322888
Task_31107,1490,82,96,101,197,17.951807228915662,30.348292888900374
Task_31108,1911,281,67,194,261,6.776595744680851,39.027584249529475
Task_31109,718,364,69,36,105,1.9671232876712328,18.201869103824873
Task_31110,1234,637,157,65,222,1.9341692789968652,28.532461088837792
Task_31111,2242,411,130,124,254,5.441747572815534,44.44260513571064
Task_31112,1490,364,164,79,243,4.082191780821918,31.98229191960043
Task_31113,2779,947,102,124,226,2.931434599156118,54.522672084564896
Task_31114,1586,432,133,115,248,3.6628175519630486,34.08898359058176
Task_31115,526,192,160,155,315,2.7253886010362693,16.917106233528557
Task_31116,962,807,129,73,202,1.1905940594059405,24.698520509943947
Task_31117,2723,341,54,100,154,7.961988304093567,51.139336173166946
Task_31118,678,335,114,61,175,2.017857142857143,18.397614594713435
Task_31119,2118,385,36,141,177,5.487046632124352,41.90361323671137
Task_31120,1629,175,182,174,356,9.255681818181818,34.07970426165361
Task_31121,1046,266,34,73,107,3.9176029962546814,23.687601226119824
Task_31122,510,179,77,133,210,2.8333333333333335,15.83994870701008
Task_31123,2192,228,113,139,252,9.572052401746724,43.034606714460615
