TaskID,Instructions,Memory_MB,Input_MB,Output_MB
Task_23903,1528,91,175,72
Task_23904,1740,328,127,157
Task_23905,2476,116,166,134
Task_23906,908,557,30,168
Task_23907,1449,358,97,109
Task_23908,2657,999,20,11
Task_23909,2802,640,187,169
Task_23910,2788,149,17,94
Task_23911,2031,374,121,76
Task_23912,2999,211,58,33
Task_23913,1280,677,18,59
Task_23914,1475,105,183,70
Task_23915,1054,189,87,144
Task_23916,1695,452,69,67
Task_23917,2223,869,127,22
Task_23918,2307,618,148,59
Task_23919,1275,633,17,192
Task_23920,730,816,130,25
Task_23921,1487,744,32,137
Task_23922,1405,541,175,62
Task_23923,541,806,40,57
Task_23924,1030,1005,37,79
Task_23925,1487,496,115,196
Task_23926,2924,452,160,84
Task_23927,822,821,186,40
Task_23928,629,306,196,126
Task_23929,2903,428,154,70
Task_23930,2238,451,13,104
Task_23931,846,592,65,47
Task_23932,1485,649,33,116
Task_23933,1043,334,187,199
Task_23934,2033,915,192,94
Task_23935,975,346,104,173
Task_23936,2539,146,88,178
Task_23937,1017,649,29,112
Task_23938,2032,413,57,184
Task_23939,2526,136,62,161
Task_23940,2845,333,177,28
Task_23941,2106,724,182,199
Task_23942,1827,918,32,111
Task_23943,2608,808,37,159
Task_23944,2405,304,173,59
Task_23945,522,119,154,49
Task_23946,2536,163,121,24
Task_23947,1770,840,170,113
Task_23948,2022,511,60,31
Task_23949,936,299,141,29
Task_23950,1750,316,69,71
Task_23951,2971,249,81,147
Task_23952,2286,438,157,28
Task_23953,963,145,190,62
Task_23954,2534,315,14,129
Task_23955,1659,699,46,191
Task_23956,543,405,183,112
Task_23957,1487,571,41,184
Task_23958,879,250,133,129
Task_23959,526,873,154,34
Task_23960,932,971,88,171
Task_23961,2014,499,177,114
Task_23962,2411,697,125,75
Task_23963,1177,634,59,187
Task_23964,1346,613,151,134
Task_23965,1438,764,48,30
Task_23966,2766,861,169,71
Task_23967,1280,322,77,57
Task_23968,2426,282,32,27
Task_23969,892,694,180,61
Task_23970,2385,140,35,64
Task_23971,1984,534,44,78
Task_23972,2401,646,122,92
Task_23973,1604,823,181,135
Task_23974,2703,371,131,81
Task_23975,1607,574,176,64
Task_23976,2909,699,137,101
Task_23977,1889,816,66,148
Task_23978,1933,467,104,88
Task_23979,2932,814,40,35
Task_23980,2133,714,27,82
Task_23981,1224,978,90,34
Task_23982,2446,289,48,198
Task_23983,2586,842,127,198
Task_23984,2840,625,156,73
Task_23985,536,986,190,90
Task_23986,2929,938,149,181
Task_23987,2347,688,43,154
Task_23988,1683,525,96,82
Task_23989,1632,774,173,91
Task_23990,2363,779,67,171
Task_23991,852,345,80,184
Task_23992,2360,910,16,55
Task_23993,2407,113,21,73
Task_23994,1444,626,165,122
Task_23995,557,93,43,39
Task_23996,1471,301,61,86
Task_23997,794,953,23,57
Task_23998,1036,647,36,39
Task_23999,927,504,158,197
Task_24000,2190,347,155,44
Task_24001,1534,583,22,78
Task_24002,762,437,147,13
Task_24003,2677,926,157,87
Task_24004,2074,521,178,119
Task_24005,1250,858,25,155
Task_24006,2306,954,95,178
Task_24007,1579,468,50,77
Task_24008,2617,931,104,56
Task_24009,958,602,82,163
Task_24010,574,946,38,127
Task_24011,1642,586,150,81
Task_24012,1921,723,128,16
Task_24013,1402,127,181,48
Task_24014,2241,859,43,51
Task_24015,1168,288,182,78
Task_24016,529,154,98,131
Task_24017,2922,390,81,133
Task_24018,2366,881,115,147
Task_24019,1505,341,89,22
Task_24020,1824,939,98,198
Task_24021,2708,611,136,67
Task_24022,1068,75,188,105
Task_24023,2005,987,113,118
Task_24024,2039,277,106,117
Task_24025,1166,764,128,91
Task_24026,997,239,56,121
Task_24027,981,888,17,86
Task_24028,1288,901,15,135
Task_24029,2737,615,83,110
Task_24030,2536,500,165,74
Task_24031,1210,807,125,36
Task_24032,647,472,55,146
Task_24033,2882,570,85,22
Task_24034,2484,896,200,20
Task_24035,2245,728,14,123
Task_24036,1681,602,174,23
Task_24037,1617,899,136,120
Task_24038,711,254,170,176
Task_24039,583,907,43,168
Task_24040,995,920,108,37
Task_24041,2770,454,57,23
Task_24042,2946,857,103,107
Task_24043,2484,83,12,126
Task_24044,1173,446,24,111
Task_24045,1852,128,12,11
Task_24046,1737,298,32,199
Task_24047,2958,757,157,151
Task_24048,672,189,147,120
Task_24049,1737,398,92,113
Task_24050,1271,732,36,49
Task_24051,710,655,193,24
Task_24052,1544,608,104,85
Task_24053,1516,359,15,86
Task_24054,517,784,17,102
Task_24055,2589,384,62,148
Task_24056,2589,249,51,155
Task_24057,2730,656,27,165
Task_24058,2961,647,180,153
Task_24059,2317,771,200,96
Task_24060,1758,954,94,126
Task_24061,843,809,173,22
Task_24062,2339,699,120,37
Task_24063,2021,427,146,157
Task_24064,2926,124,80,178
Task_24065,1181,256,172,34
Task_24066,2664,945,134,137
Task_24067,1394,948,89,85
Task_24068,886,379,144,137
Task_24069,2173,110,104,137
Task_24070,1949,273,119,143
Task_24071,2965,277,63,57
Task_24072,2137,476,115,199
Task_24073,2605,549,49,80
Task_24074,2906,370,63,121
Task_24075,802,246,139,75
Task_24076,2842,658,161,80
Task_24077,789,362,58,151
Task_24078,2562,1009,178,188
Task_24079,1183,981,28,96
Task_24080,1529,149,133,84
Task_24081,2293,293,92,11
Task_24082,1517,187,82,162
Task_24083,2491,920,72,146
Task_24084,2915,801,92,45
Task_24085,1638,756,177,40
Task_24086,2326,534,24,178
Task_24087,2891,777,128,83
Task_24088,2901,870,195,181
Task_24089,2168,755,179,30
Task_24090,2730,800,133,123
Task_24091,576,433,182,169
Task_24092,1142,877,17,85
Task_24093,1921,162,187,11
Task_24094,696,282,22,99
Task_24095,2618,573,197,122
Task_24096,1249,1024,94,59
Task_24097,2253,520,119,70
Task_24098,1994,638,77,165
Task_24099,2175,361,138,159
Task_24100,2485,305,103,56
Task_24101,2060,980,72,26
Task_24102,2289,150,15,11
Task_24103,2638,295,96,109
Task_24104,554,781,134,110
Task_24105,1771,598,163,28
Task_24106,1965,774,74,200
Task_24107,981,959,118,37
Task_24108,1325,321,119,37
Task_24109,2558,1013,180,101
Task_24110,652,116,134,79
Task_24111,1338,379,151,38
Task_24112,2605,741,195,20
Task_24113,2366,459,122,83
Task_24114,2192,545,175,190
Task_24115,1117,546,59,127
Task_24116,2773,112,191,116
Task_24117,1726,663,147,98
Task_24118,1989,1000,110,145
Task_24119,648,849,161,125
Task_24120,1421,342,41,38
Task_24121,969,522,19,90
Task_24122,2497,780,196,149
Task_24123,1213,847,82,50
Task_24124,800,975,104,155
Task_24125,1789,434,177,158
Task_24126,1306,338,46,76
Task_24127,2423,583,40,131
Task_24128,716,883,132,131
Task_24129,2281,330,27,30
Task_24130,2534,476,51,190
Task_24131,1265,699,42,16
Task_24132,680,876,35,182
Task_24133,880,466,86,194
Task_24134,1027,204,33,200
Task_24135,1370,461,112,150
Task_24136,1947,793,137,193
Task_24137,883,925,59,78
Task_24138,2564,448,15,104
Task_24139,2230,258,16,137
Task_24140,757,836,100,151
Task_24141,903,412,64,129
Task_24142,2040,66,146,171
Task_24143,1962,774,182,18
Task_24144,2912,367,193,35
Task_24145,2992,732,28,30
Task_24146,2892,104,19,93
Task_24147,872,358,145,88
Task_24148,1008,642,17,110
Task_24149,1276,172,22,140
Task_24150,2168,464,169,111
Task_24151,1848,385,145,149
Task_24152,1931,406,77,43
Task_24153,2820,921,75,69
Task_24154,2024,452,105,52
Task_24155,2389,239,100,83
Task_24156,957,194,115,92
Task_24157,1064,601,93,193
Task_24158,2098,949,107,162
Task_24159,1786,925,85,88
Task_24160,2579,444,180,71
Task_24161,1084,757,104,146
Task_24162,981,914,148,113
Task_24163,757,198,79,171
Task_24164,1867,908,63,82
Task_24165,1978,104,180,114
Task_24166,1261,214,50,25
Task_24167,2059,1006,80,66
Task_24168,1497,171,151,168
Task_24169,638,80,181,171
Task_24170,1354,885,191,132
Task_24171,1859,965,69,113
Task_24172,776,319,133,89
Task_24173,2253,493,169,169
Task_24174,1129,616,47,16
Task_24175,2917,482,14,147
Task_24176,1765,713,119,70
Task_24177,1728,738,69,195
Task_24178,1992,552,165,27
Task_24179,1845,788,56,103
Task_24180,1343,345,191,31
Task_24181,1421,85,41,94
Task_24182,965,740,126,112
Task_24183,1498,442,122,92
Task_24184,1833,662,18,200
Task_24185,1876,1009,180,92
Task_24186,1925,892,166,39
Task_24187,760,610,86,115
Task_24188,1493,325,169,113
Task_24189,938,924,73,119
Task_24190,1021,1017,55,186
Task_24191,2783,648,97,37
Task_24192,2532,892,149,94
Task_24193,2913,769,177,136
Task_24194,1963,369,133,174
Task_24195,1429,502,178,14
Task_24196,2914,456,97,26
Task_24197,713,139,94,44
Task_24198,668,840,166,149
Task_24199,2017,185,162,159
Task_24200,2147,1019,29,19
Task_24201,2608,714,200,176
Task_24202,2488,911,44,171
Task_24203,1071,448,156,171
Task_24204,2327,684,56,176
Task_24205,1506,610,10,52
Task_24206,1473,516,43,84
Task_24207,1178,247,127,142
Task_24208,2055,647,185,160
Task_24209,951,914,43,145
Task_24210,2431,276,87,122
Task_24211,702,74,146,77
Task_24212,2111,119,178,190
Task_24213,697,165,75,75
Task_24214,2709,279,14,108
Task_24215,1908,103,111,139
Task_24216,2922,803,135,169
Task_24217,1062,300,122,137
Task_24218,1953,525,113,28
Task_24219,2266,277,69,127
Task_24220,2725,865,90,142
Task_24221,1451,616,146,190
Task_24222,1812,811,26,166
Task_24223,2481,114,76,112
Task_24224,1483,590,47,32
Task_24225,2216,928,86,56
Task_24226,1302,919,87,154
Task_24227,1031,905,84,104
Task_24228,1940,639,10,138
Task_24229,2749,827,97,53
Task_24230,2297,729,135,90
Task_24231,1248,1012,148,80
Task_24232,2874,184,181,199
Task_24233,2504,526,157,146
Task_24234,883,938,159,58
Task_24235,730,295,38,182
Task_24236,911,262,76,25
Task_24237,2802,649,17,195
Task_24238,1570,654,89,124
Task_24239,1609,265,19,156
Task_24240,1033,213,173,32
Task_24241,1133,815,134,195
Task_24242,2497,114,56,67
Task_24243,1474,519,174,112
Task_24244,2042,636,40,14
Task_24245,840,746,64,105
Task_24246,1229,497,109,139
Task_24247,975,979,122,145
Task_24248,2181,540,43,107
Task_24249,2838,1018,199,62
Task_24250,1772,345,49,59
Task_24251,2897,660,123,83
Task_24252,1176,551,10,19
Task_24253,2295,624,96,172
Task_24254,2292,241,20,144
Task_24255,1235,475,169,165
Task_24256,1345,830,68,112
Task_24257,1930,732,168,130
Task_24258,1817,171,137,75
Task_24259,2566,341,199,34
Task_24260,1607,585,175,149
Task_24261,2336,461,27,48
Task_24262,2835,771,24,189
Task_24263,734,595,177,118
Task_24264,1971,293,113,75
Task_24265,980,169,12,68
Task_24266,527,549,140,54
Task_24267,2152,562,27,45
Task_24268,2402,832,112,149
Task_24269,2812,875,108,50
Task_24270,625,456,183,113
Task_24271,2747,727,62,123
Task_24272,1089,556,164,134
Task_24273,1621,244,141,127
Task_24274,1600,512,144,149
Task_24275,1334,759,94,106
Task_24276,1040,567,66,200
Task_24277,2556,984,13,142
Task_24278,654,324,79,93
Task_24279,2960,645,146,157
Task_24280,2544,127,31,69
Task_24281,2482,524,165,160
Task_24282,1748,484,109,137
Task_24283,1982,854,191,125
Task_24284,2872,705,53,61
Task_24285,1065,174,32,112
Task_24286,2630,983,13,64
Task_24287,957,591,181,131
Task_24288,810,154,71,186
Task_24289,1757,707,177,103
Task_24290,1588,378,78,104
Task_24291,2575,649,76,187
Task_24292,2384,935,173,135
Task_24293,580,1000,180,34
Task_24294,905,665,58,76
Task_24295,712,81,182,80
Task_24296,2846,716,88,105
Task_24297,1893,806,148,97
Task_24298,2732,725,132,16
Task_24299,2879,585,47,135
Task_24300,1298,240,124,187
Task_24301,1518,400,130,43
Task_24302,1851,704,190,123
Task_24303,2576,500,43,169
Task_24304,536,389,28,158
Task_24305,1417,867,174,119
Task_24306,1067,227,176,95
Task_24307,1381,848,170,51
Task_24308,969,92,15,143
Task_24309,1305,1006,183,123
Task_24310,1167,345,167,73
Task_24311,1771,186,181,189
Task_24312,1196,447,41,84
Task_24313,1380,893,167,53
Task_24314,1224,617,152,143
Task_24315,2977,411,168,175
Task_24316,1615,576,27,80
Task_24317,1572,201,171,172
Task_24318,1142,961,196,87
Task_24319,904,138,181,112
Task_24320,1131,484,50,105
Task_24321,1448,766,119,129
Task_24322,2246,520,41,58
Task_24323,1909,823,129,71
Task_24324,845,950,119,64
Task_24325,1242,168,198,27
Task_24326,2836,666,128,168
Task_24327,1461,282,114,83
Task_24328,2276,272,179,114
Task_24329,598,228,159,78
Task_24330,1937,890,137,165
Task_24331,2466,699,144,17
Task_24332,1521,230,161,108
Task_24333,2993,126,89,45
Task_24334,733,585,11,54
Task_24335,1816,70,102,141
Task_24336,1893,140,54,86
Task_24337,2465,247,162,32
Task_24338,2404,742,106,192
Task_24339,2417,670,168,104
Task_24340,1429,190,71,71
Task_24341,584,800,61,162
Task_24342,2312,388,127,96
Task_24343,1748,738,156,143
Task_24344,2841,493,21,63
Task_24345,2803,105,139,42
Task_24346,1801,384,103,166
Task_24347,1732,478,151,169
Task_24348,2266,102,85,102
Task_24349,2096,580,27,56
Task_24350,2560,899,114,53
Task_24351,955,205,138,150
Task_24352,1908,642,164,157
Task_24353,1585,753,17,183
Task_24354,2254,455,133,160
Task_24355,1523,542,17,143
Task_24356,2939,893,198,130
Task_24357,1505,605,87,145
Task_24358,946,664,19,49
Task_24359,1574,575,49,193
Task_24360,1210,737,16,72
Task_24361,2223,658,94,112
Task_24362,1480,239,95,199
Task_24363,760,753,71,33
Task_24364,2190,185,47,14
Task_24365,1177,413,84,120
Task_24366,821,343,17,52
Task_24367,2204,384,38,106
Task_24368,2659,762,102,16
Task_24369,2926,337,18,152
Task_24370,595,325,116,196
Task_24371,737,214,115,165
Task_24372,538,487,93,38
Task_24373,2712,225,57,145
Task_24374,1252,896,168,44
Task_24375,939,666,34,103
Task_24376,2988,872,138,44
Task_24377,2680,344,19,104
Task_24378,623,169,150,69
Task_24379,2283,761,136,189
Task_24380,1524,322,94,56
Task_24381,1186,834,60,185
Task_24382,1315,465,198,65
Task_24383,2397,636,112,186
Task_24384,1865,558,39,126
Task_24385,1854,294,123,104
Task_24386,2684,262,128,79
Task_24387,740,882,124,200
Task_24388,2276,844,59,124
Task_24389,2760,740,103,40
Task_24390,1828,596,108,119
Task_24391,1248,403,30,50
Task_24392,542,318,92,40
Task_24393,2451,221,75,36
Task_24394,1881,810,72,83
Task_24395,1181,503,12,122
Task_24396,909,579,193,132
Task_24397,669,553,63,190
Task_24398,2004,734,35,41
Task_24399,2272,188,80,71
Task_24400,1098,514,141,195
Task_24401,2966,188,120,73
Task_24402,2375,422,90,88
Task_24403,1400,760,64,130
Task_24404,722,846,104,110
Task_24405,2099,571,97,163
Task_24406,1073,614,49,78
Task_24407,1885,333,130,26
Task_24408,1233,164,44,107
Task_24409,2891,523,157,197
Task_24410,1155,339,13,37
Task_24411,2632,502,33,65
Task_24412,1210,851,68,192
Task_24413,935,414,64,146
Task_24414,2331,657,92,191
Task_24415,1196,1005,10,43
Task_24416,2129,769,157,153
Task_24417,1839,572,78,71
Task_24418,500,922,154,130
Task_24419,549,584,71,62
Task_24420,909,739,131,157
Task_24421,1387,684,29,172
Task_24422,2124,430,144,121
Task_24423,561,140,174,138
Task_24424,1889,579,70,81
Task_24425,800,535,118,87
Task_24426,1621,267,184,132
Task_24427,1506,1001,167,141
Task_24428,2039,297,141,149
Task_24429,2501,330,183,58
Task_24430,1296,764,98,174
Task_24431,624,474,152,78
Task_24432,2027,768,62,147
Task_24433,526,598,58,30
Task_24434,2008,303,85,134
Task_24435,1516,411,18,51
Task_24436,1981,441,43,125
Task_24437,1039,355,45,107
Task_24438,1551,475,185,105
Task_24439,2396,291,83,102
Task_24440,2038,561,176,187
Task_24441,2045,526,47,199
Task_24442,1469,163,151,77
Task_24443,521,622,153,117
Task_24444,1551,931,22,187
Task_24445,2760,416,23,80
Task_24446,1780,316,126,151
Task_24447,1302,467,174,193
Task_24448,2020,861,34,162
Task_24449,1796,869,62,93
Task_24450,1844,82,100,102
Task_24451,1883,236,152,85
Task_24452,2614,240,66,10
Task_24453,2041,261,142,10
Task_24454,1810,1003,83,66
Task_24455,2755,93,22,13
Task_24456,879,176,99,42
Task_24457,1413,159,130,108
Task_24458,2927,534,119,45
Task_24459,2142,931,117,59
Task_24460,2485,352,96,200
Task_24461,2419,247,63,175
Task_24462,1112,401,151,152
Task_24463,1732,857,105,56
Task_24464,2588,599,133,14
Task_24465,2122,281,30,147
Task_24466,2078,516,148,194
Task_24467,1026,132,191,198
Task_24468,2681,465,195,85
Task_24469,2991,351,185,79
Task_24470,2436,751,127,104
Task_24471,1338,440,146,15
Task_24472,514,704,125,138
Task_24473,1256,887,18,124
Task_24474,2516,90,76,34
Task_24475,1722,479,99,37
Task_24476,1953,755,45,110
Task_24477,681,552,137,109
Task_24478,2892,438,29,187
Task_24479,2894,651,112,149
Task_24480,2324,304,138,122
Task_24481,932,871,144,93
Task_24482,2807,533,68,32
Task_24483,1386,625,122,103
Task_24484,1167,440,54,102
Task_24485,920,995,23,70
Task_24486,2484,379,85,146
Task_24487,2515,936,136,172
Task_24488,2929,182,87,137
Task_24489,1328,210,141,33
Task_24490,2553,890,26,112
Task_24491,1917,516,47,46
Task_24492,2478,618,127,122
Task_24493,1671,364,158,74
Task_24494,2559,183,169,193
Task_24495,1698,926,118,34
Task_24496,529,722,132,51
Task_24497,1101,526,69,161
Task_24498,1764,1003,22,122
Task_24499,986,134,57,42
Task_24500,2833,487,96,177
Task_24501,846,129,196,53
Task_24502,1732,456,76,19
Task_24503,1912,899,147,138
Task_24504,705,787,198,63
Task_24505,2429,248,118,145
Task_24506,1418,455,12,97
Task_24507,816,390,160,101
Task_24508,1786,914,176,161
Task_24509,2114,285,91,125
Task_24510,1717,848,57,118
Task_24511,697,654,34,121
Task_24512,1074,946,111,61
Task_24513,690,575,29,112
Task_24514,2721,1008,152,31
Task_24515,2215,400,18,66
Task_24516,1133,850,133,27
Task_24517,1567,146,146,98
Task_24518,628,397,65,87
Task_24519,1754,682,94,100
Task_24520,1521,553,187,200
Task_24521,1262,742,165,48
Task_24522,2557,520,148,138
Task_24523,1358,567,126,197
Task_24524,1350,612,149,78
Task_24525,2777,359,97,176
Task_24526,1203,511,47,89
Task_24527,1553,304,114,22
Task_24528,2494,756,118,12
Task_24529,948,400,190,164
Task_24530,2616,927,153,181
Task_24531,1843,1008,161,67
Task_24532,2374,999,127,80
Task_24533,2729,632,191,198
Task_24534,1484,315,120,107
Task_24535,2438,247,155,155
Task_24536,1361,786,56,178
Task_24537,1546,814,58,24
Task_24538,2241,930,76,128
Task_24539,1970,888,32,110
Task_24540,1171,729,198,27
Task_24541,1137,647,154,57
Task_24542,2915,877,150,78
Task_24543,2241,790,174,191
Task_24544,1843,492,114,192
Task_24545,537,620,90,114
Task_24546,2436,442,115,173
Task_24547,2304,948,27,69
Task_24548,1140,134,65,41
Task_24549,626,967,108,109
Task_24550,914,359,116,93
Task_24551,2888,618,141,102
Task_24552,1500,639,125,81
Task_24553,1395,171,11,28
Task_24554,1082,845,183,62
Task_24555,970,947,143,30
Task_24556,827,871,39,88
Task_24557,2820,292,189,33
Task_24558,2868,140,85,131
Task_24559,522,747,124,180
Task_24560,2296,647,163,31
Task_24561,1047,982,48,125
Task_24562,1850,845,59,142
Task_24563,1716,104,132,10
Task_24564,1949,142,37,103
Task_24565,2766,663,137,10
Task_24566,1050,245,31,45
Task_24567,2127,560,142,16
Task_24568,1727,706,131,84
Task_24569,1932,300,153,94
Task_24570,1784,721,88,102
Task_24571,2221,610,74,139
Task_24572,1755,746,94,149
Task_24573,1778,952,29,11
Task_24574,531,898,171,166
Task_24575,1148,254,78,132
Task_24576,2008,1020,129,178
Task_24577,1226,428,50,12
Task_24578,2596,515,86,15
Task_24579,2658,1004,166,94
Task_24580,2171,846,191,111
Task_24581,1151,175,132,160
Task_24582,1969,325,154,19
Task_24583,2125,728,80,53
Task_24584,2332,829,80,40
Task_24585,2156,307,18,112
Task_24586,648,120,19,108
Task_24587,2019,1011,158,17
Task_24588,796,317,22,190
Task_24589,1725,78,162,94
Task_24590,1894,750,70,23
Task_24591,1822,812,41,185
Task_24592,1701,280,16,79
Task_24593,2475,618,51,59
Task_24594,616,557,57,110
Task_24595,2187,244,105,30
Task_24596,1191,688,138,18
Task_24597,1866,258,169,185
Task_24598,2897,937,40,20
Task_24599,1874,534,147,32
Task_24600,2320,997,139,14
Task_24601,2554,970,155,94
Task_24602,2849,367,71,101
Task_24603,2258,406,101,132
Task_24604,2491,1011,172,57
Task_24605,1305,936,187,111
Task_24606,1285,977,22,60
Task_24607,2918,602,178,188
Task_24608,1040,912,11,61
Task_24609,595,732,14,78
Task_24610,1932,249,131,183
Task_24611,625,140,124,171
Task_24612,830,872,83,174
Task_24613,859,504,131,199
Task_24614,2158,188,13,36
Task_24615,2740,931,98,124
Task_24616,1402,562,137,166
Task_24617,2487,814,98,27
Task_24618,1422,835,94,192
Task_24619,2313,579,182,78
Task_24620,2601,460,188,69
Task_24621,535,838,96,156
Task_24622,1945,532,33,21
Task_24623,929,465,153,24
Task_24624,1212,481,18,135
Task_24625,1279,490,70,30
Task_24626,2288,531,15,153
Task_24627,1571,287,79,160
Task_24628,2001,413,119,44
Task_24629,1011,1022,76,179
Task_24630,864,802,111,195
Task_24631,2533,886,100,22
Task_24632,712,827,128,58
Task_24633,1289,87,94,191
Task_24634,2537,716,61,115
Task_24635,2203,427,155,166
Task_24636,2921,573,125,62
Task_24637,986,609,34,185
Task_24638,2846,748,199,26
